time_ms,emg_raw,class,trial
2701,6,1,7
2705,10,1,7
2705,0,1,7
2709,11,1,7
2709,0,1,7
2713,19,1,7
2713,2,1,7
2717,3,1,7
2717,0,1,7
2721,4,1,7
2721,7,1,7
2725,1,1,7
2729,5,1,7
2729,2,1,7
2734,13,1,7
2734,8,1,7
2738,45,1,7
2738,20,1,7
2741,13,1,7
2741,6,1,7
2746,19,1,7
2746,0,1,7
2749,13,1,7
2753,5,1,7
2754,0,1,7
2757,4,1,7
2758,10,1,7
2761,32,1,7
2763,0,1,7
2766,5,1,7
2766,6,1,7
2770,6,1,7
2770,17,1,7
2774,4,1,7
2774,0,1,7
2778,3,1,7
2782,5,1,7
2782,10,1,7
2786,19,1,7
2786,6,1,7
2791,0,1,7
2791,15,1,7
2795,6,1,7
2795,7,1,7
2799,1,1,7
2799,9,1,7
2803,6,1,7
2807,6,1,7
2807,10,1,7
2811,25,1,7
2811,12,1,7
2815,7,1,7
2815,0,1,7
2819,4,1,7
2819,10,1,7
2823,4,1,7
2823,6,1,7
2827,4,1,7
2831,5,1,7
2831,24,1,7
2836,0,1,7
2836,0,1,7
2840,27,1,7
2840,18,1,7
2844,2,1,7
2844,7,1,7
2848,2,1,7
2848,2,1,7
2852,23,1,7
2852,7,1,7
2856,0,1,7
2860,2,1,7
2860,0,1,7
2864,32,1,7
2864,3,1,7
2869,0,1,7
2869,0,1,7
2873,22,1,7
2873,6,1,7
2877,11,1,7
2877,16,1,7
2881,16,1,7
2885,9,1,7
2885,0,1,7
2889,17,1,7
2889,6,1,7
2893,16,1,7
2893,7,1,7
2897,0,1,7
2897,0,1,7
2901,19,1,7
2901,3,1,7
2905,5,1,7
2909,0,1,7
2909,0,1,7
2913,21,1,7
2914,1,1,7
2918,14,1,7
2918,8,1,7
2922,21,1,7
2922,10,1,7
2925,3,1,7
2925,2,1,7
2929,8,1,7
2929,8,1,7
2934,4,1,7
2937,0,1,7
2938,4,1,7
2942,30,1,7
2942,0,1,7
2946,1,1,7
2946,0,1,7
2950,4,1,7
2950,27,1,7
2954,9,1,7
2954,0,1,7
2958,1,1,7
2962,0,1,7
2963,14,1,7
2967,2,1,7
2967,4,1,7
2971,18,1,7
2971,30,1,7
2975,4,1,7
2975,3,1,7
2979,4,1,7
2979,1,1,7
2983,15,1,7
2983,3,1,7
2987,5,1,7
2991,2,1,7
2991,10,1,7
2995,34,1,7
2995,1,1,7
2999,2,1,7
3000,4,1,7
3004,16,1,7
3004,8,1,7
3007,0,1,7
3008,0,1,7
3011,16,1,7
3016,9,1,7
3016,2,1,7
3020,0,1,7
3020,0,1,7
3024,32,1,7
3024,1,1,7
3028,0,1,7
3028,0,1,7
3032,10,1,7
3033,7,1,7
3036,4,1,7
3037,2,1,7
3040,9,1,7
3045,25,1,7
3045,1,1,7
3049,39,1,7
3049,6,1,7
3053,6,1,7
3053,9,1,7
3057,5,1,7
3057,4,1,7
3061,2,1,7
3061,3,1,7
3065,9,1,7
3065,4,1,7
3069,5,1,7
3073,0,1,7
3073,16,1,7
3077,18,1,7
3077,0,1,7
3081,10,1,7
3081,7,1,7
3085,12,1,7
3085,3,1,7
3090,0,1,7
3090,3,1,7
3094,26,1,7
3098,7,1,7
3098,7,1,7
3102,36,1,7
3102,7,1,7
3106,12,1,7
3106,3,1,7
3110,1,1,7
3110,0,1,7
3114,24,1,7
3114,8,1,7
3119,5,1,7
3122,0,1,7
3122,9,1,7
3126,13,1,7
3126,5,1,7
3131,8,1,7
3131,4,1,7
3135,19,1,7
3135,0,1,7
3138,12,1,7
3138,11,1,7
3143,20,1,7
3146,0,1,7
3147,9,1,7
3151,4,1,7
3151,1,1,7
3155,29,1,7
3156,3,1,7
3159,1,1,7
3159,2,1,7
3163,5,1,7
3163,13,1,7
3167,4,1,7
3167,0,1,7
3171,0,1,7
3176,24,1,7
3176,0,1,7
3180,20,1,7
3180,0,1,7
3183,5,1,7
3184,11,1,7
3187,10,1,7
3188,6,1,7
3192,4,1,7
3192,20,1,7
3196,2,1,7
3200,1,1,7
3200,4,1,7
3205,0,1,7
3205,13,1,7
3208,5,1,7
3208,7,1,7
3212,4,1,7
3212,35,1,7
3216,2,1,7
3216,4,1,7
3220,5,1,7
3220,6,1,7
3224,19,1,7
3228,0,1,7
3228,3,1,7
3233,38,1,7
3233,27,1,7
3237,5,1,7
3237,5,1,7
3241,6,1,7
3241,0,1,7
3245,16,1,7
3245,6,1,7
3250,5,1,7
3253,4,1,7
3253,10,1,7
3257,0,1,7
3257,0,1,7
3262,7,1,7
3262,4,1,7
3266,27,1,7
3266,13,1,7
3269,22,1,7
3270,5,1,7
3276,54,1,7
3277,4,1,7
3277,28,1,7
3282,18,1,7
3282,23,1,7
3287,16,1,7
3287,4,1,7
3290,0,1,7
3290,2,1,7
3295,7,1,7
3295,4,1,7
3299,9,1,7
3299,0,1,7
3303,5,1,7
3307,10,1,7
3307,3,1,7
3311,25,1,7
3311,2,1,7
3315,20,1,7
3315,2,1,7
3319,6,1,7
3319,2,1,7
3323,2,1,7
3323,7,1,7
3327,4,1,7
3331,0,1,7
3331,2,1,7
3335,12,1,7
3335,6,1,7
3339,10,1,7
3339,0,1,7
3343,11,1,7
3343,11,1,7
3347,0,1,7
3347,2,1,7
3351,0,1,7
3355,29,1,7
3355,0,1,7
3359,2,1,7
3360,1,1,7
3363,27,1,7
3364,9,1,7
3368,8,1,7
3368,7,1,7
3372,0,1,7
3372,15,1,7
3376,6,1,7
3376,3,1,7
3380,5,1,7
3384,1,1,7
3384,27,1,7
3388,14,1,7
3388,3,1,7
3392,8,1,7
3392,17,1,7
3397,0,1,7
3397,0,1,7
3401,1,1,7
3401,4,1,7
3405,22,1,7
3405,4,1,7
3409,7,1,7
3413,4,1,7
3413,11,1,7
3417,22,1,7
3417,0,1,7
3421,0,1,7
3421,4,1,7
3425,21,1,7
3426,5,1,7
3429,16,1,7
3429,0,1,7
3434,17,1,7
3438,5,1,7
3438,7,1,7
3442,38,1,7
3442,1,1,7
3446,13,1,7
3446,3,1,7
3450,1,1,7
3451,4,1,7
3454,16,1,7
3455,1,1,7
3459,9,1,7
3462,8,1,7
3462,0,1,7
3466,21,1,7
3466,6,1,7
3471,8,1,7
3471,2,1,7
3474,13,1,7
3474,13,1,7
3479,0,1,7
3479,4,1,7
3482,8,1,7
3487,22,1,7
3487,11,1,7
